DateRcv,SiteNo,ArtNo,ReceiveVamt,ReceiveQty,,,,,
14/12/2022,3,4,879.0945,35,,,,,
14/12/2022,3,2,1680.334,46,,,,,
14/12/2022,3,6,2210.5392,55,,,,,
14/12/2022,3,3,1104,138,,,,,
14/12/2022,3,9,688.551,23,,,,,
14/12/2022,3,7,1936.7725,75,,,,,
14/12/2022,2,9,340.584,12,,,,,
14/12/2022,2,7,849.1899,30,,,,,
14/12/2022,2,5,795.34,28,,,,,
14/12/2022,2,6,1380.828,35,,,,,
14/12/2022,2,2,851,23,,,,,
14/12/2022,2,5,773.11395,24,,,,,
14/12/2022,2,0,717.6,28,,,,,
14/12/2022,2,7,1656,69,,,,,
14/12/2022,0,2,851,23,,,,,
14/12/2022,0,9,340.584,12,,,,,
14/12/2022,0,6,1104.6624,28,,,,,
14/12/2022,0,0,1076.4,41,,,,,
14/12/2022,4,6,552.6348,14,,,,,
14/12/2022,4,0,361.974,14,,,,,
14/12/2022,1,5,249.21995,8,,,,,
14/12/2022,1,0,366.2934,14,,,,,
14/12/2022,1,6,276.4485,7,,,,,
15/12/2022,1,3,552,69,,,,,
15/12/2022,0,6,828.9522,21,,,,,
15/12/2022,1,8,1034.9586,21,,,,,
15/12/2022,1,6,553.035,14,,,,,
15/12/2022,0,3,552,69,,,,,
15/12/2022,0,9,688.551,23,,,,,
15/12/2022,1,7,383.5273,15,,,,,
15/12/2022,1,9,344.287,12,,,,,
15/12/2022,0,7,771.3602,30,,,,,
15/12/2022,0,4,456.5385,17,,,,,
15/12/2022,4,3,184,23,,,,,
15/12/2022,2,3,736,92,,,,,
15/12/2022,2,6,1657.9044,41,,,,,
15/12/2022,2,9,344.2755,12,,,,,
15/12/2022,2,7,2300.9844,90,,,,,
15/12/2022,2,7,1656,69,,,,,
15/12/2022,2,2,2520.501,69,,,,,
15/12/2022,2,5,736.5267,24,,,,,
15/12/2022,2,0,1808.352,69,,,,,
15/12/2022,4,9,1032.861,35,,,,,
15/12/2022,3,6,1659.105,41,,,,,
15/12/2022,4,5,243.3998,8,,,,,
15/12/2022,4,7,767.0546,30,,,,,
15/12/2022,4,8,1034.9586,21,,,,,
15/12/2022,4,8,1034.9586,21,,,,,
15/12/2022,3,7,1534.1092,60,,,,,
15/12/2022,3,2,1679.322,46,,,,,
15/12/2022,3,4,920.0115,35,,,,,
15/12/2022,3,3,920,115,,,,,
15/12/2022,3,5,486.7996,16,,,,,
17/1/2023,4,6,10143,242,,,,,
16/12/2022,0,5,242.6914,8,,,,,
16/12/2022,4,3,184,23,,,,,
16/12/2022,4,0,1084.1418,41,,,,,
16/12/2022,4,4,451.82925,17,,,,,
16/12/2022,0,2,839.661,23,,,,,
16/12/2022,0,4,495.972,17,,,,,
16/12/2022,4,5,242.5787,8,,,,,
16/12/2022,0,8,1063.2762,21,,,,,
16/12/2022,0,6,553.035,14,,,,,
16/12/2022,0,3,368,46,,,,,
16/12/2022,3,2,839.546,23,,,,,
16/12/2022,3,3,552,69,,,,,
16/12/2022,3,6,553.9872,14,,,,,
16/12/2022,3,6,1107.9744,28,,,,,
16/12/2022,3,7,763.1676,30,,,,,
16/12/2022,2,6,1106.07,28,,,,,
16/12/2022,2,2,1679.322,46,,,,,
16/12/2022,2,0,1460.2608,55,,,,,
16/12/2022,2,4,1932,69,,,,,
16/12/2022,2,3,552,69,,,,,
16/12/2022,2,5,486.7996,16,,,,,
16/12/2022,2,7,2282.1474,90,,,,,
16/12/2022,1,7,381.5838,15,,,,,
16/12/2022,1,4,451.82925,17,,,,,
16/12/2022,1,3,368,46,,,,,
16/12/2022,1,5,242.5787,8,,,,,
16/12/2022,1,8,1085.6115,21,,,,,
16/12/2022,1,8,1085.6115,21,,,,,
16/12/2022,1,6,553.9872,14,,,,,
17/12/2022,1,6,277.104,7,,,,,
17/12/2022,1,3,184,23,,,,,
17/12/2022,1,4,457.10775,17,,,,,
17/12/2022,2,4,461.14425,17,,,,,
17/12/2022,2,2,1679.092,46,,,,,
17/12/2022,2,3,368,46,,,,,
17/12/2022,2,6,1107.9744,28,,,,,
17/12/2022,2,7,1144.25805,45,,,,,
17/12/2022,2,0,1084.1418,41,,,,,
17/12/2022,3,7,1146.32115,45,,,,,
17/12/2022,3,1,2698.2496,49,,,,,
17/12/2022,3,2,839.5,23,,,,,
17/12/2022,3,9,345,12,,,,,
17/12/2022,3,0,368.4738,14,,,,,
17/12/2022,3,4,451.96725,17,,,,,
17/12/2022,3,3,736,92,,,,,
17/12/2022,0,9,344.9885,12,,,,,
17/12/2022,0,6,276.9936,7,,,,,
17/12/2022,0,7,384.94755,15,,,,,
17/12/2022,0,3,184,23,,,,,
17/12/2022,0,8,1080.2088,21,,,,,
17/12/2022,0,4,461.14425,17,,,,,
17/12/2022,0,8,1080.2088,21,,,,,
17/12/2022,3,5,483.6118,16,,,,,
17/12/2022,3,6,1384.485,35,,,,,
17/12/2022,4,4,450.294,17,,,,,
17/12/2022,4,8,1070.5005,21,,,,,
17/12/2022,4,8,1070.5005,21,,,,,
17/12/2022,4,3,184,23,,,,,
17/12/2022,4,7,382.8994,15,,,,,
17/12/2022,4,9,345,12,,,,,
18/12/2022,3,4,908.9025,35,,,,,
18/12/2022,3,6,829.1178,21,,,,,
18/12/2022,3,1,2248.54095,41,,,,,
18/12/2022,3,7,771.6592,30,,,,,
18/12/2022,3,3,368,46,,,,,
18/12/2022,4,9,690,23,,,,,
18/12/2022,0,6,553.794,14,,,,,
18/12/2022,2,7,1525.199,60,,,,,
18/12/2022,2,3,368,46,,,,,
18/12/2022,4,5,241.65295,8,,,,,
18/12/2022,4,1,899.41615,16,,,,,
18/12/2022,2,4,466.8885,17,,,,,
18/12/2022,2,5,725.4177,24,,,,,
18/12/2022,2,0,1103.4342,41,,,,,
18/12/2022,0,5,483.322,16,,,,,
18/12/2022,0,4,474.2025,17,,,,,
18/12/2022,0,9,345,12,,,,,
18/12/2022,4,0,730.6824,28,,,,,
18/12/2022,0,3,368,46,,,,,
18/12/2022,0,1,4497.08305,82,,,,,
18/12/2022,2,6,830.691,21,,,,,
18/12/2022,2,1,4497.08305,82,,,,,
18/12/2022,2,2,1679,46,,,,,
18/12/2022,1,6,276.3726,7,,,,,
18/12/2022,1,9,345,12,,,,,
18/12/2022,1,7,385.8296,15,,,,,
18/12/2022,1,4,454.45125,17,,,,,
18/12/2022,1,3,368,46,,,,,
18/12/2022,1,5,483.3059,16,,,,,
18/12/2022,1,1,2698.2496,49,,,,,
17/1/2023,1,7,523.62375,15,,,,,
17/1/2023,1,6,2898,69,,,,,
17/1/2023,1,0,1084.4592,28,,,,,
17/1/2023,1,4,397.6125,17,,,,,
17/1/2023,1,3,246.1,23,,,,,
19/12/2022,0,4,468.56175,17,,,,,
19/12/2022,1,6,276.1725,7,,,,,
19/12/2022,2,2,839.5,23,,,,,
19/12/2022,0,1,4497.08305,82,,,,,
19/12/2022,0,3,184,23,,,,,
19/12/2022,2,5,724.91055,24,,,,,
19/12/2022,2,9,345,12,,,,,
19/12/2022,0,8,1008.1314,21,,,,,
19/12/2022,0,6,276.3726,7,,,,,
19/12/2022,0,7,385.8296,15,,,,,
19/12/2022,1,3,184,23,,,,,
19/12/2022,1,7,385.8296,15,,,,,
19/12/2022,2,6,552.7452,14,,,,,
19/12/2022,2,1,2698.2496,49,,,,,
19/12/2022,2,3,184,23,,,,,
19/12/2022,4,4,468.56175,17,,,,,
19/12/2022,2,7,1157.4888,45,,,,,
19/12/2022,4,8,1037.1942,21,,,,,
19/12/2022,1,8,992.2752,21,,,,,
19/12/2022,4,3,184,23,,,,,
19/12/2022,4,1,899.41615,16,,,,,
19/12/2022,1,1,2698.2496,49,,,,,
19/12/2022,3,6,829.3869,21,,,,,
19/12/2022,3,1,2248.54095,41,,,,,
19/12/2022,3,2,839.5,23,,,,,
19/12/2022,3,3,368,46,,,,,
20/12/2022,4,5,241.5,8,,,,,
20/12/2022,1,3,184,23,,,,,
20/12/2022,2,2,839.5,23,,,,,
20/12/2022,2,6,552.9246,14,,,,,
20/12/2022,3,9,345,12,,,,,
20/12/2022,3,7,742.3572,30,,,,,
20/12/2022,3,5,483,16,,,,,
20/12/2022,3,6,281.451,7,,,,,
20/12/2022,3,4,905.8665,35,,,,,
20/12/2022,1,6,281.1267,7,,,,,
20/12/2022,1,1,2698.2496,49,,,,,
20/12/2022,2,7,753.5996,30,,,,,
20/12/2022,2,3,368,46,,,,,
20/12/2022,0,6,276.4623,7,,,,,
20/12/2022,0,1,2248.54095,41,,,,,
20/12/2022,4,1,449.70865,8,,,,,
20/12/2022,0,3,184,23,,,,,
20/12/2022,2,1,4497.08305,82,,,,,
20/12/2022,2,5,483.0322,16,,,,,
20/12/2022,2,7,1592.52,66,,,,,
20/12/2022,3,3,184,23,,,,,
20/12/2022,3,1,4572.29535,82,,,,,
21/12/2022,2,5,483,16,,,,,
21/12/2022,2,4,468.97575,17,,,,,
21/12/2022,2,0,1112.9976,41,,,,,
21/12/2022,2,6,281.451,7,,,,,
21/12/2022,2,1,7315.6721,131,,,,,
21/12/2022,2,7,365.7069,15,,,,,
21/12/2022,2,7,1726.38,64,,,,,
21/12/2022,1,1,4703.17915,82,,,,,
21/12/2022,0,8,1011.9402,21,,,,,
21/12/2022,0,9,345,12,,,,,
21/12/2022,0,1,4703.17915,82,,,,,
21/12/2022,1,8,1011.9402,21,,,,,
21/12/2022,0,4,937.9515,35,,,,,
21/12/2022,1,4,450.3975,17,,,,,
21/12/2022,0,5,241.5,8,,,,,
21/12/2022,1,5,263.93535,8,,,,,
21/12/2022,3,5,533.071,16,,,,,
21/12/2022,3,6,2316.8544,55,,,,,
21/12/2022,3,7,3593.98,120,,,,,
21/12/2022,3,1,4232.86135,74,,,,,
21/12/2022,3,0,1979.472,69,,,,,
21/12/2022,4,0,395.8944,14,,,,,
21/12/2022,3,3,736,92,,,,,
21/12/2022,4,1,1410.9534,25,,,,,
21/12/2022,3,4,882.717,35,,,,,
21/12/2022,4,4,441.3585,17,,,,,
21/12/2022,4,8,954.8703,21,,,,,
21/12/2022,4,9,345,12,,,,,
17/1/2023,4,5,676.9084,16,,,,,
17/1/2023,4,0,2680.443,69,,,,,
17/1/2023,4,7,5235.0415,150,,,,,
17/1/2023,4,9,345,12,,,,,
17/1/2023,4,3,738.3,69,,,,,
22/12/2022,2,7,1512.135,56,,,,,
22/12/2022,1,3,368,46,,,,,
22/12/2022,2,0,1583.5776,55,,,,,
22/12/2022,2,4,441.3585,17,,,,,
22/12/2022,2,3,736,92,,,,,
22/12/2022,2,7,4040.5365,135,,,,,
22/12/2022,2,9,345,12,,,,,
22/12/2022,2,6,3764.8884,90,,,,,
22/12/2022,2,1,8041.32785,140,,,,,
22/12/2022,1,0,1235.6658,41,,,,,
22/12/2022,2,5,538.0942,16,,,,,
22/12/2022,1,1,6325.4738,110,,,,,
22/12/2022,1,4,438.71925,17,,,,,
22/12/2022,1,7,447.01995,15,,,,,
22/12/2022,1,6,1448.6895,35,,,,,
22/12/2022,1,5,275.07655,8,,,,,
22/12/2022,0,1,6149.25125,107,,,,,
22/12/2022,4,1,1807.2779,31,,,,,
22/12/2022,4,3,184,23,,,,,
22/12/2022,4,6,1448.6895,35,,,,,
22/12/2022,0,0,1187.6832,41,,,,,
22/12/2022,0,8,975.6324,21,,,,,
22/12/2022,4,7,447.01995,15,,,,,
22/12/2022,3,2,2534.025,69,,,,,
22/12/2022,3,2,2534.025,69,,,,,
22/12/2022,3,1,3614.5558,63,,,,,
22/12/2022,0,4,441.3585,17,,,,,
22/12/2022,0,7,1366.7589,45,,,,,
22/12/2022,4,5,550.1531,16,,,,,
22/12/2022,0,6,1737.6408,41,,,,,
22/12/2022,0,5,275.07655,8,,,,,
22/12/2022,0,3,736,92,,,,,
22/12/2022,3,6,2028.1653,48,,,,,
22/12/2022,3,9,345,12,,,,,
22/12/2022,3,3,552,69,,,,,
22/12/2022,3,5,550.1531,16,,,,,
22/12/2022,3,7,2682.1197,90,,,,,
23/12/2022,3,6,1448.8965,35,,,,,
23/12/2022,3,5,555.9169,16,,,,,
23/12/2022,3,3,368,46,,,,,
23/12/2022,3,7,1745.562,60,,,,,
23/12/2022,3,1,2311.2148,39,,,,,
23/12/2022,3,4,874.4715,35,,,,,
23/12/2022,1,3,552,69,,,,,
23/12/2022,1,8,914.0085,21,,,,,
23/12/2022,1,9,345,12,,,,,
23/12/2022,1,1,5421.83485,94,,,,,
23/12/2022,1,4,872.6085,35,,,,,
23/12/2022,1,0,411.8886,14,,,,,
23/12/2022,1,6,1159.1172,28,,,,,
23/12/2022,1,7,881.4221,30,,,,,
23/12/2022,1,5,277.95845,8,,,,,
23/12/2022,1,2,844.675,23,,,,,
23/12/2022,1,2,844.675,23,,,,,
23/12/2022,2,9,345,12,,,,,
23/12/2022,2,0,1235.6658,41,,,,,
23/12/2022,2,3,552,69,,,,,
23/12/2022,2,2,1689.35,46,,,,,
23/12/2022,2,2,2534.025,69,,,,,
23/12/2022,2,7,2591.3433,90,,,,,
23/12/2022,2,5,557.0278,16,,,,,
23/12/2022,2,7,887.5815,30,,,,,
23/12/2022,2,6,2897.379,69,,,,,
23/12/2022,2,1,6325.4738,110,,,,,
23/12/2022,4,4,436.30425,17,,,,,
23/12/2022,0,9,345,12,,,,,
23/12/2022,0,4,439.78875,17,,,,,
23/12/2022,4,3,184,23,,,,,
23/12/2022,4,2,844.675,23,,,,,
23/12/2022,4,7,440.71105,15,,,,,
23/12/2022,4,9,345,12,,,,,
23/12/2022,4,0,411.8886,14,,,,,
23/12/2022,4,8,914.0085,21,,,,,
23/12/2022,4,1,1355.459,24,,,,,
23/12/2022,0,6,1738.4274,41,,,,,
23/12/2022,0,3,736,92,,,,,
23/12/2022,4,5,555.9169,16,,,,,
23/12/2022,4,6,1159.1172,28,,,,,
23/12/2022,0,1,4518.1959,78,,,,,
23/12/2022,0,2,844.675,23,,,,,
23/12/2022,0,2,1689.35,46,,,,,
23/12/2022,0,7,1331.37225,45,,,,,
23/12/2022,0,5,278.5139,8,,,,,
24/12/2022,1,7,444.1645,15,,,,,
24/12/2022,1,3,184,23,,,,,
24/12/2022,1,6,869.3793,21,,,,,
24/12/2022,1,5,278.7876,8,,,,,
24/12/2022,1,1,4145.7868,71,,,,,
24/12/2022,1,4,870.573,35,,,,,
24/12/2022,1,9,345,12,,,,,
24/12/2022,0,3,368,46,,,,,
24/12/2022,0,1,3235.6998,55,,,,,
24/12/2022,0,7,874.8142,30,,,,,
24/12/2022,0,6,869.3379,21,,,,,
24/12/2022,0,4,437.23575,17,,,,,
24/12/2022,0,9,345,12,,,,,
24/12/2022,3,7,1332.4935,45,,,,,
24/12/2022,3,3,552,69,,,,,
24/12/2022,3,2,1690.5,46,,,,,
24/12/2022,3,2,1690.5,46,,,,,
24/12/2022,3,1,2310.23385,39,,,,,
24/12/2022,3,6,1159.1724,28,,,,,
24/12/2022,4,3,184,23,,,,,
24/12/2022,4,6,579.5862,14,,,,,
24/12/2022,4,9,345,12,,,,,
24/12/2022,2,9,345,12,,,,,
24/12/2022,2,1,4622.42845,78,,,,,
24/12/2022,2,7,2187.0355,75,,,,,
24/12/2022,2,3,368,46,,,,,
24/12/2022,4,5,278.7876,8,,,,,
24/12/2022,4,1,921.2857,16,,,,,
24/12/2022,2,5,554.1298,16,,,,,
24/12/2022,2,6,2028.4551,48,,,,,
25/12/2022,1,3,184,23,,,,,
25/12/2022,1,1,3696.37485,63,,,,,
25/12/2022,1,4,436.02825,17,,,,,
25/12/2022,1,2,845.158,23,,,,,
25/12/2022,1,7,448.24585,15,,,,,
25/12/2022,1,6,869.4,21,,,,,
25/12/2022,0,9,345,12,,,,,
25/12/2022,0,6,1159.1724,28,,,,,
25/12/2022,0,4,436.40775,17,,,,,
25/12/2022,0,1,3696.37485,63,,,,,
25/12/2022,0,0,828,28,,,,,
25/12/2022,0,2,845.25,23,,,,,
25/12/2022,0,3,368,46,,,,,
25/12/2022,0,7,896.4917,30,,,,,
25/12/2022,0,5,279.818,8,,,,,
25/12/2022,2,1,4620.4677,78,,,,,
25/12/2022,2,2,845.25,23,,,,,
25/12/2022,2,5,555.8364,16,,,,,
25/12/2022,2,3,368,46,,,,,
25/12/2022,2,4,436.40775,17,,,,,
25/12/2022,2,0,414,14,,,,,
25/12/2022,2,6,2318.3448,55,,,,,
25/12/2022,2,7,2170.36625,75,,,,,
25/12/2022,2,7,1736.293,60,,,,,
25/12/2022,2,2,845.25,23,,,,,
25/12/2022,3,6,1159.2,28,,,,,
25/12/2022,3,2,1690.132,46,,,,,
25/12/2022,3,7,2241.22925,75,,,,,
25/12/2022,4,7,448.24585,15,,,,,
25/12/2022,4,1,1386.141,24,,,,,
25/12/2022,4,4,436.02825,17,,,,,
25/12/2022,4,6,869.4,21,,,,,
25/12/2022,4,0,414,14,,,,,
25/12/2022,3,3,184,23,,,,,
25/12/2022,3,9,345,12,,,,,
25/12/2022,3,1,1848.18685,31,,,,,
25/12/2022,3,4,872.0565,35,,,,,
26/12/2022,2,7,896.4917,30,,,,,
26/12/2022,2,6,1449,35,,,,,
26/12/2022,3,6,869.4,21,,,,,
26/12/2022,3,3,368,46,,,,,
26/12/2022,2,5,556.8185,16,,,,,
26/12/2022,2,2,845.066,23,,,,,
26/12/2022,2,3,184,23,,,,,
26/12/2022,3,1,1848.18685,31,,,,,
26/12/2022,2,1,3234.32785,55,,,,,
26/12/2022,3,2,845.02,23,,,,,
26/12/2022,0,2,845.066,23,,,,,
26/12/2022,0,7,1344.73755,45,,,,,
26/12/2022,0,9,345,12,,,,,
26/12/2022,0,1,2310.23385,39,,,,,
26/12/2022,0,3,368,46,,,,,
26/12/2022,0,4,437.3565,17,,,,,
26/12/2022,0,8,892.3356,21,,,,,
26/12/2022,0,6,869.4,21,,,,,
26/12/2022,1,6,579.6,14,,,,,
26/12/2022,1,8,891.9216,21,,,,,
26/12/2022,1,4,437.3565,17,,,,,
26/12/2022,1,3,184,23,,,,,
26/12/2022,1,1,2845.4496,48,,,,,
26/12/2022,1,7,448.24585,15,,,,,
26/12/2022,4,6,579.6,14,,,,,
26/12/2022,4,3,184,23,,,,,
26/12/2022,4,9,345,12,,,,,
26/12/2022,4,1,474.2416,8,,,,,
26/12/2022,4,7,448.24585,15,,,,,
26/12/2022,4,4,437.3565,17,,,,,
27/12/2022,2,6,1449,35,,,,,
27/12/2022,2,1,3318.16975,56,,,,,
27/12/2022,2,2,845.02,23,,,,,
27/12/2022,2,3,368,46,,,,,
27/12/2022,3,0,1267.5024,41,,,,,
27/12/2022,3,1,474.02425,8,,,,,
27/12/2022,3,5,547.5449,16,,,,,
27/12/2022,3,6,289.8,7,,,,,
27/12/2022,3,9,345,12,,,,,
27/12/2022,3,4,864.9495,35,,,,,
27/12/2022,4,1,948.0485,16,,,,,
27/12/2022,4,5,274.23935,8,,,,,
27/12/2022,2,5,548.4787,16,,,,,
27/12/2022,0,6,579.6,14,,,,,
27/12/2022,4,6,579.6,14,,,,,
27/12/2022,0,3,368,46,,,,,
27/12/2022,0,9,345,12,,,,,
27/12/2022,0,1,2370.12125,40,,,,,
27/12/2022,1,3,184,23,,,,,
27/12/2022,1,1,2844.1455,48,,,,,
27/12/2022,1,6,579.6,14,,,,,
18/1/2023,3,0,991.5852,28,,,,,
18/1/2023,3,6,5796,138,,,,,
18/1/2023,3,3,492.2,46,,,,,
18/1/2023,3,7,1492.8771,45,,,,,
28/12/2022,3,6,1159.2,28,,,,,
28/12/2022,3,9,690,23,,,,,
28/12/2022,3,3,736,92,,,,,
28/12/2022,3,1,2365.4925,40,,,,,
28/12/2022,3,5,601.657,16,,,,,
28/12/2022,3,7,1850.0326,60,,,,,
28/12/2022,3,7,1387.52445,45,,,,,
28/12/2022,3,7,462.50815,15,,,,,
28/12/2022,2,1,1422.07275,24,,,,,
28/12/2022,2,6,579.6,14,,,,,
28/12/2022,2,4,866.157,35,,,,,
28/12/2022,2,0,845.0016,28,,,,,
28/12/2022,0,8,887.7195,21,,,,,
28/12/2022,0,6,289.8,7,,,,,
28/12/2022,0,9,345,12,,,,,
28/12/2022,4,9,345,12,,,,,
28/12/2022,4,4,454.76175,17,,,,,
28/12/2022,1,1,946.197,16,,,,,
28/12/2022,1,4,893.2395,35,,,,,
28/12/2022,1,9,345,12,,,,,
28/12/2022,2,5,547.5449,16,,,,,
28/12/2022,2,0,2112.504,69,,,,,
28/12/2022,4,0,903.3756,28,,,,,
28/12/2022,0,4,866.157,35,,,,,
28/12/2022,0,0,421.2036,14,,,,,
28/12/2022,0,1,946.197,16,,,,,
28/12/2022,1,5,300.8285,8,,,,,
28/12/2022,1,0,451.6878,14,,,,,
18/1/2023,3,2,890.744,23,,,,,
18/1/2023,3,2,890.744,23,,,,,
29/12/2022,4,3,184,23,,,,,
29/12/2022,4,1,946.197,16,,,,,
29/12/2022,4,6,869.4,21,,,,,
29/12/2022,4,7,985.3545,30,,,,,
29/12/2022,4,9,345,12,,,,,
29/12/2022,4,5,713.9545,16,,,,,
29/12/2022,4,5,713.9545,16,,,,,
29/12/2022,0,1,5204.0835,89,,,,,
29/12/2022,0,5,347.52655,8,,,,,
29/12/2022,0,9,345,12,,,,,
29/12/2022,0,3,552,69,,,,,
29/12/2022,1,6,579.6,14,,,,,
29/12/2022,1,1,5204.0835,89,,,,,
29/12/2022,1,9,345,12,,,,,
29/12/2022,1,5,713.9545,16,,,,,
29/12/2022,1,5,356.97725,8,,,,,
29/12/2022,1,3,368,46,,,,,
29/12/2022,0,7,492.13905,15,,,,,
29/12/2022,3,2,1687.924,46,,,,,
29/12/2022,3,2,1687.924,46,,,,,
29/12/2022,3,1,2365.4925,40,,,,,
29/12/2022,3,3,736,92,,,,,
29/12/2022,3,4,925.083,35,,,,,
29/12/2022,3,0,4203.7008,110,,,,,
29/12/2022,3,7,1970.709,60,,,,,
29/12/2022,3,5,1070.93175,24,,,,,
29/12/2022,3,6,1159.2,28,,,,,
29/12/2022,0,7,492.13905,15,,,,,
29/12/2022,0,6,289.8,7,,,,,
29/12/2022,2,7,1850.0326,60,,,,,
29/12/2022,2,7,1850.0326,60,,,,,
29/12/2022,2,7,462.50815,15,,,,,
29/12/2022,2,1,7096.4775,121,,,,,
29/12/2022,2,6,2318.4,55,,,,,
29/12/2022,2,5,902.4855,24,,,,,
29/12/2022,2,5,300.8285,8,,,,,
29/12/2022,2,9,345,12,,,,,
29/12/2022,2,3,736,92,,,,,
30/12/2022,0,1,4257.8865,72,,,,,
30/12/2022,0,7,494.546,15,,,,,
30/12/2022,0,2,843.962,23,,,,,
30/12/2022,2,7,3680,115,,,,,
30/12/2022,0,0,523.9998,14,,,,,
30/12/2022,0,5,371.91805,8,,,,,
30/12/2022,0,4,479.0325,17,,,,,
30/12/2022,0,3,552,69,,,,,
30/12/2022,4,7,1002.6068,30,,,,,
30/12/2022,4,1,473.0985,8,,,,,
30/12/2022,4,3,368,46,,,,,
30/12/2022,4,4,470.373,17,,,,,
30/12/2022,4,0,1023.27,28,,,,,
30/12/2022,4,0,3069.81,83,,,,,
30/12/2022,4,2,1687.924,46,,,,,
30/12/2022,4,2,843.962,23,,,,,
30/12/2022,4,6,1159.2,28,,,,,
30/12/2022,4,9,345,12,,,,,
30/12/2022,2,4,459.45375,17,,,,,
30/12/2022,2,4,918.9075,35,,,,,
30/12/2022,2,2,1687.924,46,,,,,
30/12/2022,2,2,1687.924,46,,,,,
30/12/2022,2,5,1115.75415,24,,,,,
30/12/2022,2,7,1978.184,60,,,,,
30/12/2022,2,1,7096.4775,121,,,,,
30/12/2022,2,0,3678.2382,97,,,,,
30/12/2022,2,0,2627.313,69,,,,,
30/12/2022,2,6,1738.8,41,,,,,
30/12/2022,2,3,552,69,,,,,
30/12/2022,3,4,1877.421,69,,,,,
30/12/2022,3,7,1503.9102,45,,,,,
30/12/2022,3,1,2376.48075,40,,,,,
30/12/2022,3,0,2046.54,55,,,,,
30/12/2022,3,6,1159.2,28,,,,,
30/12/2022,3,5,756.9415,16,,,,,
30/12/2022,3,3,368,46,,,,,
30/12/2022,1,1,4257.8865,72,,,,,
30/12/2022,1,7,501.3034,15,,,,,
30/12/2022,1,2,843.962,23,,,,,
30/12/2022,1,0,2046.54,55,,,,,
30/12/2022,1,0,1023.27,28,,,,,
30/12/2022,1,4,938.7105,35,,,,,
30/12/2022,1,6,869.4,21,,,,,
30/12/2022,1,3,184,23,,,,,
18/1/2023,3,5,680.0801,16,,,,,
31/12/2022,1,4,3325.2135,121,,,,,
31/12/2022,1,7,513.8614,15,,,,,
31/12/2022,1,3,184,23,,,,,
31/12/2022,1,6,579.6,14,,,,,
31/12/2022,0,3,368,46,,,,,
31/12/2022,0,1,2851.7769,48,,,,,
31/12/2022,0,5,761.369,16,,,,,
31/12/2022,0,4,1430.2665,52,,,,,
31/12/2022,0,8,857.8494,21,,,,,
31/12/2022,0,9,345,12,,,,,
31/12/2022,1,5,380.25785,8,,,,,
31/12/2022,1,1,2851.7769,48,,,,,
31/12/2022,0,6,289.8,7,,,,,
31/12/2022,4,0,1071.3492,28,,,,,
31/12/2022,4,4,950.061,35,,,,,
31/12/2022,4,4,950.061,35,,,,,
31/12/2022,4,7,1027.7228,30,,,,,
31/12/2022,4,1,950.5923,16,,,,,
31/12/2022,4,6,869.4,21,,,,,
31/12/2022,4,9,690,23,,,,,
31/12/2022,4,5,760.5157,16,,,,,
31/12/2022,3,3,368,46,,,,,
31/12/2022,3,0,2142.6984,55,,,,,
31/12/2022,3,1,2376.48075,40,,,,,
31/12/2022,3,1,475.29615,8,,,,,
31/12/2022,3,5,760.5157,16,,,,,
31/12/2022,3,7,1541.5842,45,,,,,
31/12/2022,3,9,345,12,,,,,
31/12/2022,3,2,1686.406,46,,,,,
31/12/2022,3,2,1686.406,46,,,,,
31/12/2022,3,0,1607.0238,41,,,,,
31/12/2022,3,6,1159.2,28,,,,,
31/12/2022,2,3,368,46,,,,,
31/12/2022,2,9,345,12,,,,,
31/12/2022,2,5,1142.0535,24,,,,,
31/12/2022,2,7,2032.4824,60,,,,,
31/12/2022,2,1,7129.44225,121,,,,,
31/12/2022,2,0,1046.178,28,,,,,
31/12/2022,2,4,476.7555,17,,,,,
31/12/2022,2,4,476.7555,17,,,,,
31/12/2022,2,6,1449,35,,,,,
1/1/2023,4,0,3167.3484,83,,,,,
1/1/2023,4,2,1683.968,46,,,,,
1/1/2023,4,2,841.984,23,,,,,
1/1/2023,4,0,1055.7828,28,,,,,
1/1/2023,4,1,950.5923,16,,,,,
1/1/2023,4,1,475.29615,8,,,,,
1/1/2023,4,3,184,23,,,,,
1/1/2023,4,6,579.6,14,,,,,
1/1/2023,4,8,853.7715,21,,,,,
1/1/2023,4,5,384.7095,8,,,,,
1/1/2023,4,9,345,12,,,,,
1/1/2023,4,9,345,12,,,,,
1/1/2023,4,9,345,12,,,,,
1/1/2023,4,7,994.9524,30,,,,,
1/1/2023,2,5,760.5157,16,,,,,
1/1/2023,2,6,1449,35,,,,,
1/1/2023,2,7,2056.1034,60,,,,,
1/1/2023,2,0,3200.7996,83,,,,,
1/1/2023,2,0,1066.9332,28,,,,,
1/1/2023,1,9,345,12,,,,,
1/1/2023,1,9,345,12,,,,,
1/1/2023,1,3,184,23,,,,,
1/1/2023,1,2,841.984,23,,,,,
1/1/2023,1,6,869.4,21,,,,,
1/1/2023,1,0,1583.6742,41,,,,,
1/1/2023,1,0,527.8914,14,,,,,
1/1/2023,1,0,1583.6742,41,,,,,
1/1/2023,1,1,3327.07305,56,,,,,
1/1/2023,1,1,475.29615,8,,,,,
1/1/2023,2,1,4752.9615,81,,,,,
1/1/2023,2,3,552,69,,,,,
1/1/2023,2,2,843.203,23,,,,,
